Wavelength (nm)	Dilution Corrected Absorbance
230	0.2709837
233	0.2354992
236	0.2067663
239	0.1821221
242	0.1662827
245	0.1562073
248	0.1529775
251	0.1550985
254	0.1605814
257	0.1684753
260	0.1772007
263	0.1856844
266	0.1920299
269	0.1942528
272	0.1918958
275	0.1856331
278	0.1763356
281	0.1632625
284	0.1479235
287	0.1326057
290	0.1188878
293	0.1084137
296	0.09979049
299	0.09279571
302	0.0870349
305	0.08192276
308	0.07744705
311	0.0734574
314	0.06981554
317	0.0668214
320	0.06428
323	0.06209106
326	0.0602201
329	0.05860334
332	0.05709262
335	0.05566601
338	0.05423522
341	0.05276095
344	0.05127557
347	0.04971888
350	0.04808092
353	0.04628584
356	0.04434952
359	0.0423852
362	0.04019011
365	0.03791953
368	0.03557631
371	0.03315546
374	0.03066821
377	0.02832013
380	0.02612909
383	0.02411751
386	0.02216764
389	0.0203665
392	0.01882772
395	0.01746326
398	0.01642194
401	0.01551116
404	0.01472173
407	0.01402523
410	0.01341362
413	0.01290356
416	0.01247874
419	0.01210098
422	0.0117634
425	0.01150081
428	0.0112474
431	0.01098868
434	0.01074637
437	0.01051991
440	0.01028729
443	0.01006212
446	0.00984962
449	0.009661966
452	0.009491111
455	0.009332986
458	0.009181662
461	0.009063432
464	0.008915372
467	0.008750671
470	0.00857547
473	0.008406054
476	0.008219196
479	0.008001849
482	0.007808694
485	0.007618841
488	0.007424282
491	0.00722738
494	0.007039858
497	0.00682296
500	0.006614432
503	0.00640749
506	0.005770115
509	0.006043397
512	0.00586901
515	0.005680398
518	0.005488763
521	0.005326072
524	0.005164201
527	0.005006939
530	0.004847665
533	0.004709023
536	0.004556947
539	0.00443256
542	0.004291871
545	0.004183953
548	0.003773123
551	0.003981064
554	0.003888705
557	0.003796884
560	0.003715709
563	0.003630097
566	0.003556746
569	0.003469034
572	0.003391699
575	0.003316231
578	0.003259781
581	0.003177581
584	0.003123662
587	0.00305231
590	0.002991058
593	0.002929288
596	0.002872475
599	0.002815898
602	0.002770442
605	0.002740465
608	0.00271229
611	0.002637864
614	0.002597315
617	0.002558524
620	0.002493637
623	0.002435031
626	0.002405845
629	0.002353729
632	0.002309366
635	0.002262522
638	0.002223794
641	0.002199991
644	0.002161541
647	0.002141641
650	0.002112321
653	0.002084002
656	0.002058231
659	0.002040045
662	0.002020072
665	0.002005988
668	0.001977502
671	0.001947572
674	0.001916582
677	0.001892726
680	0.001865511
683	0.001840287
686	0.001819928
689	0.001776025
692	0.001744601
695	0.001729371
698	0.001697102
701	0.001689993
704	0.00178396
707	0.001799037
710	0.001744845
713	0.001619005
716	0.001505023
719	0.001400508
722	0.00137115
725	0.001384785
728	0.001453584
731	0.001455773
734	0.001413029
737	0.001344832
740	0.001292741
743	0.001289785
746	0.001284632
749	0.001319428
752	0.001323842
755	0.001343505
758	0.001355892
761	0.001362741
764	0.001406059
767	0.001407221
770	0.001398931
773	0.001464561
776	0.001492072
779	0.00156853
782	0.001623237
785	0.001608969
788	0.001613807
791	0.001638141
794	0.00162326
797	0.001610381
800	0.001614057
